Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Transferase	43	17.62295082	2.51E-09	"MOCOS, MOK, NUAK1, MGMT, SULT2B1, ACVR1C, TK1, GSTM1, TYMS, SCLY, PTK2B, TKFC, GSTK1, FASN, TGM2, PAK1, ELOVL6, GAPDH, ACAA1B, ZDHHC2, PRKCA, GSTA1, SULT2A6, GSTA3, DHDDS, STK24, SULT2A2, PRKCI, GSTT1, TKT, HERC3, PBK, AK4, CHPT1, PARP16, IKBKE, CDKN1A, GCK, NME1, PSAT1, PGK1, YKT6, GPAM"	244	1316	20793	2.784453012	5.87E-07	5.87E-07	3.23E-06
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	65	26.63934426	3.49E-08	"RTN4, GDA, RNF11L1, ARSE, ALDH1L1, EFNA1, PGD, PGAM1, SULT2B1, KIFC3, GPX1, TP53I3, CRYL1, JADE2, TKFC, RHOB, AKR7A3, PPP2R1B, RGD1309676, PRKCA, BST2, STX2, STK24, PRKCI, STXBP1, NME1, CD81, LILRB4, SNX12, AKR1D1, SRI, TF, RRM2B, MIF, ALDH1A1, HIST1H4B, GSTK1, TGM2, ENTPD5, FASN, HS6ST2, GALE, SLC39A4, GAPDH, CAR2, THBS4, DPT, GSTA1, CUBN, HIST1H2BH, TKT, AK4, CRYZ, ANXA5, DBI, GBE1, GNG10, H2AFY2, SH3BGRL2, HIBCH, GDF15, PGK1, PSAT1, YKT6, CD14"	228	2646	18520	1.995398549	7.70E-06	7.70E-06	4.44E-05
UP_KEYWORDS	Oxidoreductase	23	9.426229508	9.22E-08	"CYP2B2, ALDH1L1, CYP1A1, EHHADH, MICAL2, PGD, ADH7, CRYZ, IYD, CYP2C6V1, ALDH1A1, GPX1, CRYL1, TP53I3, ADH1, PIR, CYP26B1, FASN, HSD17B6, AKR7A3, GAPDH, AKR1D1, CYP2C22"	244	494	20793	3.96760304	2.16E-05	1.08E-05	1.19E-04
KEGG_PATHWAY	rno05204:Chemical carcinogenesis	12	4.918032787	2.61E-07	"GSTM1, GSTA1, CYP2C6V1, CYP2B2, GSTA3, CYP1A1, ADH1, GSTK1, EPHX1, GSTT1, ADH7, CYP2C22"	130	91	7780	7.891800507	5.13E-05	5.13E-05	3.26E-04
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	26	10.6557377	5.36E-07	"CYP2B2, ALDH1L1, ETHE1, PGD, ADH7, RRM2B, ALDH1A1, GPX1, TP53I3, CRYL1, PIR, GSTK1, CYP26B1, FASN, AKR7A3, HSD17B6, GAPDH, RGD1309676, CYP1A1, MICAL2, CRYZ, IYD, CYP2C6V1, AKR1D1, BCO2, CYP2C22"	218	651	17535	3.212488902	7.94E-04	7.94E-04	8.89E-04
GOTERM_BP_DIRECT	GO:0014070~response to organic cyclic compound	16	6.557377049	1.56E-06	"PRKCA, CYP2B2, TF, CYP1A1, MGMT, GSTT1, EPHX1, ACVR1C, ALDH1A1, GPX1, TYMS, CDKN1A, CDKN2B, PLIN2, JUND, ACSL3"	218	272	17535	4.73151646	0.002318441	0.001159893	0.002595414
KEGG_PATHWAY	rno00980:Metabolism of xenobiotics by cytochrome P450	10	4.098360656	1.98E-06	"GSTM1, GSTA1, GSTA3, CYP1A1, ADH1, GSTK1, EPHX1, AKR7A3, GSTT1, ADH7"	130	70	7780	8.549450549	3.91E-04	1.95E-04	0.002479139
UP_KEYWORDS	Lipid metabolism	16	6.557377049	3.45E-06	"SULT2A6, CUBN, SULT2A2, EHHADH, PLBD1, SULT2B1, MID1IP1, CHPT1, ASAH2, FASN, HSD17B6, ELOVL6, ACSL3, GPAM, AKR1D1, ACAA1B"	244	306	20793	4.455801993	8.08E-04	2.69E-04	0.00443849
UP_KEYWORDS	NAD	11	4.508196721	9.82E-06	"PARP16, ALDH1A1, CRYL1, ADH1, EHHADH, FASN, HSD17B6, AKR7A3, GALE, ADH7, GAPDH"	244	148	20793	6.333711786	0.002296311	5.75E-04	0.012629387
GOTERM_BP_DIRECT	GO:0009636~response to toxic substance	10	4.098360656	1.72E-05	"PRKCA, GPX1, TYMS, CDKN1A, CYP1A1, MGMT, EPHX1, AKR7A3, MBP, TK1"	218	119	17535	6.759309228	0.025183762	0.008466059	0.028516601
UP_KEYWORDS	Cytoplasm	52	21.31147541	1.75E-05	"ALDH1L1, PGD, SULT2B1, MCF2L, GSTM1, GPX1, CRYL1, PGPEP1, SCLY, AKR7A3, PAK1, CRY1, PRKCA, RGD1309676, SULT2A6, AR, BST2, CYP1A1, SULT2A2, STK24, STXBP1, PRKCI, GSTT1, MID1IP1, ARRDC3, NME1, AKR1D1, ADH7, MIF, TK1, ALDH1A1, TSC22D1, TYMS, PLIN5, PTK2B, ADH1, PIR, FASN, GAPDH, CAR2, GSTA1, GSTA3, ARPP19, CRYZ, GNAT3, MICALCL, GCK, NUP62, HSPA4L, RGS7, PGK1, YKT6"	244	2410	20793	1.838711652	0.004079891	8.17E-04	0.022457798
SMART	SM00829:SM00829	5	2.049180328	2.07E-05	"TP53I3, ADH1, FASN, ADH7, CRYZ"	105	16	9680	28.80952381	0.002462879	0.002462879	0.023748574
INTERPRO	IPR016040:NAD(P)-binding domain	12	4.918032787	2.15E-05	"TP53I3, CRYL1, ADH1, EHHADH, PGD, FASN, HSD17B6, GALE, ADH7, SDR16C6, CRYZ, GAPDH"	229	196	19384	5.182425809	0.011991589	0.011991589	0.031463467
INTERPRO	"IPR013149:Alcohol dehydrogenase, C-terminal"	5	2.049180328	2.30E-05	"TP53I3, ADH1, FASN, ADH7, CRYZ"	229	15	19384	28.2154294	0.012811935	0.006426618	0.033629456
INTERPRO	"IPR020843:Polyketide synthase, enoylreductase"	5	2.049180328	3.04E-05	"TP53I3, ADH1, FASN, ADH7, CRYZ"	229	16	19384	26.45196507	0.016890383	0.005662127	0.044424025
KEGG_PATHWAY	rno00480:Glutathione metabolism	8	3.278688525	4.36E-05	"GSTM1, GSTA1, GPX1, GSTA3, GSTK1, PGD, GSTT1, RRM2B"	130	58	7780	8.25464191	0.008547761	0.002857411	0.054468168
KEGG_PATHWAY	rno00830:Retinol metabolism	9	3.68852459	6.39E-05	"CYP2C6V1, ALDH1A1, CYP2B2, CYP1A1, ADH1, CYP26B1, HSD17B6, ADH7, CYP2C22"	130	83	7780	6.489341983	0.012512059	0.0031428	0.079878969
INTERPRO	IPR011032:GroES-like	5	2.049180328	7.79E-05	"TP53I3, ADH1, FASN, ADH7, CRYZ"	229	20	19384	21.16157205	0.042761193	0.010866128	0.11393016
UP_KEYWORDS	Microsome	9	3.68852459	8.46E-05	"CYP2C6V1, CYP2B2, CYP1A1, CYP26B1, EPHX1, HSD17B6, SULT2B1, ACSL3, CYP2C22"	244	120	20793	6.391290984	0.019593664	0.003292595	0.108654934
GOTERM_BP_DIRECT	GO:0042493~response to drug	19	7.786885246	1.05E-04	"GSTA1, GSTA3, CYP1A1, MGMT, GSTT1, AK4, ACVR1C, MIF, CYP2C6V1, ALDH1A1, GSTM1, INHBA, TYMS, CDKN1A, CD36, PLIN2, NME1, PTK2B, JUND"	218	528	17535	2.894469349	0.144540837	0.038277403	0.174414749
GOTERM_CC_DIRECT	GO:0005829~cytosol	38	15.57377049	1.12E-04	"SRI, ALDH1L1, EHHADH, PGAM1, ALDH1A1, BAG4, PLIN5, GPX1, ANXA8, PGPEP1, CRYL1, PLIN2, SCLY, ADH1, FASN, TGM2, RHOB, PAK1, GAPDH, CAR2, GSTA1, PRKCA, GSTA3, PRKCI, STXBP1, GSTT1, MID1IP1, CRYZ, ANXA5, CIDEC, CDKN1A, GCK, NME1, HSPA4L, RGS7, PGK1, YKT6, AKR1D1"	228	1590	18520	1.94129979	0.02436824	0.012259265	0.142099886
UP_KEYWORDS	Endoplasmic reticulum	20	8.196721311	1.37E-04	"RTN4, REEP6, TMEM97, CYP2B2, CYP1A1, SULT2B1, EPHX1, CD1D1, DBI, DERL3, CIDEC, CYP2C6V1, PARP16, CYP26B1, ENTPD5, HSD17B6, ELOVL6, ACSL3, CYP2C22, THBS4"	244	621	20793	2.74451572	0.031480818	0.004559145	0.175578696
KEGG_PATHWAY	rno01200:Carbon metabolism	10	4.098360656	1.69E-04	"GCK, TKFC, EHHADH, PGD, PGAM1, TKT, HIBCH, PGK1, PSAT1, GAPDH"	130	121	7780	4.945963128	0.032777072	0.006643091	0.211287354
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	15	6.147540984	2.50E-04	"CYP2C6V1, GSTM1, PRKCA, AR, PPP1R3B, CYP1A1, PTK2B, BTG1, NME1, EHHADH, JUND, TGM2, EPHX1, SNX12, GAPDH"	200	389	16650	3.210154242	0.106558137	0.106558137	0.354592648
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	37	15.16393443	2.76E-04	"SRI, RGD1311756, ALDH1L1, ETHE1, EHHADH, RRM2B, KANK2, ASAH2, PLIN5, TYMS, GPX1, TP53I3, ADH1, GSTK1, FASN, TGM2, SLC25A47, CRY1, GAPDH, ACAA1B, RGD1309676, PRKCA, CYP1A1, STXBP1, LOC691083, AK4, DBI, CD36, GCK, DACT2, NME1, G0S2, HIBCH, PERP, GPAM, YKT6, BCO2"	228	1602	18520	1.876054055	0.059246714	0.020152291	0.351420408
GOTERM_BP_DIRECT	GO:0019915~lipid storage	5	2.049180328	3.20E-04	"PLIN5, CD36, PLIN2, CRY1, ACVR1C"	218	27	17535	14.89551478	0.378258005	0.090668909	0.529983999
GOTERM_BP_DIRECT	GO:0001523~retinoid metabolic process	4	1.639344262	3.79E-04	"ALDH1A1, ADH1, CES2A, ADH7"	218	12	17535	26.81192661	0.429966921	0.089423	0.626515151
GOTERM_BP_DIRECT	GO:0042178~xenobiotic catabolic process	4	1.639344262	3.79E-04	"GSTM1, GSTA1, GSTA3, CRYZ"	218	12	17535	26.81192661	0.429966921	0.089423	0.626515151
