Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	86	9.207708779443255	7.070553161246218E-18	TM7SF2, ASPDH, CYP2J3, SC5D, CYP2D4, LDHD, PTGS1, PRDX4, CYP2D1, PRDX5, PPOX, CYP2D3, CYP2D2, AKR1C14, AKR1C13, AKR1C2, PECR, RDH7, CREG1, AKR7A2, DAO, SRD5A1, HHIP, CYP3A9, CYP2C11, NQO2, HPD, CYP3A18, SUOX, PCBD1, CYP2T1, CMAH, CYB5A, CYP1A2, GRHPR, CYP2E1, CDO1, DDO, POR, DHRS3, DHRS4, CYP27A1, HAO2, CYP2C23, TXNRD2, ALDH9A1, CYP2B3, HSD17B11, HSD17B10, PHYHD1, ACADSB, SORD, ADHFE1, HSD17B2, HSD17B14, CYP2F4, ADH6, PAH, KMO, TYW5, ALDH3A2, FMO3, BDH1, NOX4, CHDH, PYROXD2, NDUFA6, MAOB, CYP2C7, HGD, MSRB1, SOD3, TXNDC17, CYP4F4, AKR1C19, BLVRB, TMLHE, CYP4F6, CYP4F1, PRODH2, AOX3, AGMO, DPYD, DIO1, DCXR, CRYM	831	651	17535	2.7875470672722327	2.333282543211252E-14	2.333282543211252E-14	1.2866880219369925E-14
GOTERM_BP_DIRECT	GO:0042493~response to drug	57	6.102783725910064	1.3436681880307865E-8	ALAD, CYP2D1, PPOX, CYP2D2, CBX7, ALAS1, SLC1A3, DAB1, SRD5A1, CAT, NDUFA10L1, FECH, PTGER3, RPP21, CYP2E1, CYP1A2, PPARGC1A, POR, PRKCB, TXNRD2, WFDC1, CYP2B3, SORD, ASS1, ERBB3, APOC2, COMT, CCL5, ASL, GCLM, XBP1, REN, APOC3, PEMT, BDH1, TERF1, FN1, GSTA2, MET, MAOB, CYP2C7, PARK2, CPS1, KCNK3, KDR, ABCG8, SLCO1B2, ABCG5, NTRK1, ADRA1B, PTCH1, DPYD, ABCC2, LIPC, IGFBP2, CPB2, NNMT	831	528	17535	2.2779578273711847	4.4340067446246856E-5	2.2170279483813005E-5	2.445185720567622E-5
GOTERM_BP_DIRECT	GO:0006631~fatty acid metabolic process	15	1.6059957173447537	5.775163969004155E-7	ACOX2, ALKBH7, PPARA, ACADSB, SC5D, LIPA, PLA2G15, ACNAT2, AMACR, ACSF2, BAAT, FAAH, ACOT12, LIPC, ACSL4	831	60	17535	5.275270758122744	0.0019039897676005335	6.350664799247285E-4	0.001050949937431156
GOTERM_BP_DIRECT	GO:0017144~drug metabolic process	11	1.177730192719486	6.770757119832337E-7	CYP2B3, SULT2A1, CYP2D4, FMO1, CYP3A2, FMO3, UGT2B1, CYP1A2, CYP2E1, CYP2C11, PCK1	831	30	17535	7.7370637785800245	0.0022318563025652827	5.584316704168035E-4	0.0012321244413304733
GOTERM_BP_DIRECT	GO:0008202~steroid metabolic process	11	1.177730192719486	1.333589161193969E-6	CYP2B3, AKR1C2, G6PC, STS, DHRS4, SULT2A1, CYP2D4, SLC37A4, CYP2E1, CYP2C11, AKR1C14	831	32	17535	7.253497292418773	0.004391177628490395	8.797821977959419E-4	0.002426816521727826
GOTERM_BP_DIRECT	GO:0006641~triglyceride metabolic process	12	1.284796573875803	1.63696954476423E-6	G6PC, APOF, APOC3, SLC37A4, APOA5, APOH, APOC1, CAT, CYP2E1, LIPC, ACSL4, SEL1L	831	40	17535	6.330324909747292	0.005387439333927269	8.9992880751677E-4	0.0029788892178639337
GOTERM_BP_DIRECT	GO:0007584~response to nutrient	22	2.355460385438972	1.8626729693715492E-6	CEBPA, SUOX, ALAD, ASS1, LEPR, SLC37A4, CYP2C7, TTPA, IGF1, ASL, GCLM, POR, ABCG8, ABCG5, CNR1, APOC3, PEMT, SERPINC1, DPYD, IGFBP2, ACSL4, BDH1	831	137	17535	3.3884950855094993	0.006127973434368661	8.777326419867615E-4	0.0033896083612150463
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	29	3.1049250535331905	1.8675093774574195E-6	SLC22A17, PRF1, MFSD8, SLC16A10, SLC20A2, UST5R, SLC37A4, SLC1A3, SLC43A1, SLC2A9, GPR155, SLC22A7, SLC6A12, SLC22A8, SLC22A23, SLC10A5, ABCB7, GJB1, RGD1565367, SLC10A1, SLC25A30, ABCG8, SLC16A2, ABCG5, SLC17A4, SLC13A2, SLC13A3, SLC46A3, ABCC6	831	220	17535	2.7815063997374465	0.00614383568058785	7.700516954213255E-4	0.0033984092973837754
GOTERM_BP_DIRECT	GO:0007568~aging	36	3.854389721627409	2.5507315937956326E-6	LDLR, ASS1, LEPR, CRP, PTGS1, ADH5, PAX5, NR3C1, CCL5, ASL, GCLM, EDNRA, AGT, ADH4, CNR1, APOH, RGN, CAT, CIITA, NOX4, GSTA2, SULT2A1, SOCS2, IGFALS, IGF1, IRS1, PPARGC1A, PCK1, KDR, CDKN1C, C1QB, NTRK1, CTSC, DPYD, IGFBP2, CACNA1D	831	315	17535	2.411552346570397	0.008382097664379029	9.348322157355371E-4	0.004641678987948872
GOTERM_BP_DIRECT	GO:0006559~L-phenylalanine catabolic process	6	0.6423982869379015	4.553609129630179E-6	HGD, GSTZ1, PAH, TAT, HPD, FAH	831	7	17535	18.08664259927798	0.014914603231664714	0.0015015659541730564	0.008286261028100927
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	19	2.0342612419700217	1.5257177506678306E-5	EGFR, PRF1, KLF9, ERBB3, IGF1, NR3C1, LGR4, CRY2, NCOA2, TIMELESS, NR1D1, DBP, NTRK1, ID4, DPYD, PER3, ARNTL2, LIPC, ATP7B	831	121	17535	3.3133932034489963	0.04910256307976302	0.004566728808062082	0.0277611267280653
GOTERM_BP_DIRECT	GO:0001889~liver development	21	2.2483940042826553	1.6538953335061958E-5	EGFR, CEBPA, ONECUT1, ASS1, GNPNAT1, MET, CYP2D3, CPS1, SLCO2B1, ASL, SLCO1B2, BAAT, XBP1, DBP, ANG, RGN, SRD5A1, LIPC, FPGS, BDH1, ALDH9A1	831	145	17535	3.0560189219469684	0.053116295397177216	0.004537922154344121	0.03009304433260196
GOTERM_BP_DIRECT	GO:0006536~glutamate metabolic process	7	0.7494646680942184	2.3913026018418254E-5	AADAT, GOT1, SLC1A3, NAGS, FPGS, GCLM, TAT	831	14	17535	10.550541516245488	0.07588053946145057	0.006051915200589675	0.043507597538727794
GOTERM_BP_DIRECT	GO:0043252~sodium-independent organic anion transport	8	0.8565310492505354	4.7372595657434076E-5	SLCO1B2, SLCO1A1, SLCO1A2, SLC22A8, SLC22A6, SLCO5A1, SLCO2B1, SLCO2A1	831	22	17535	7.67312110272399	0.14472589318246387	0.011104546299677609	0.08617278826147379
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	20	2.141327623126338	6.03960915537402E-5	EGFR, ALAD, NDUFA6, PTGS1, PINK1, MSRB1, PRDX5, PARK2, TAT, GCLM, SOD3, HAO1, PPIF, HMOX2, GAB1, IDH1, ABCC2, CAT, PPP1R15B, CAR3	831	146	17535	2.8905593195193116	0.1807066848218981	0.013199651735233298	0.10985078603442666
GOTERM_BP_DIRECT	GO:0008203~cholesterol metabolic process	12	1.284796573875803	1.3897355779793257E-4	CEBPA, FECH, CYP27A1, LDLR, LEPR, APOF, LCAT, APOC3, PON1, APOC1, CAT, LIPC	831	62	17535	4.084080586933737	0.3678601395944249	0.028258336559579322	0.25259987397925343
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	18	1.9271948608137044	1.811347807538289E-4	ALAD, ASS1, IGF1, IL6R, CPS1, CDO1, CCL5, TAT, ANXA3, CPN1, SLCO1B2, C1QB, GOT1, LCAT, DPYD, LIPC, IGFBP2, FN1	831	133	17535	2.8557856735702067	0.44997905475137245	0.034553550158677226	0.3291132819476128
GOTERM_BP_DIRECT	GO:0015711~organic anion transport	6	0.6423982869379015	2.1978978986358198E-4	SLC22A17, SLCO1A1, SLC22A7, SLC22A23, SLC22A6, ABCC2	831	13	17535	9.73896139961122	0.5158623566898484	0.03949800876232945	0.39921493599023306
GOTERM_BP_DIRECT	GO:0046470~phosphatidylcholine metabolic process	6	0.6423982869379015	3.2861021422027245E-4	PLA2G15, LCAT, APOA5, PON1, GPLD1, LIPC	831	14	17535	9.04332129963899	0.661960295235301	0.05548507041454609	0.5963128737268009
GOTERM_BP_DIRECT	GO:0006572~tyrosine catabolic process	4	0.4282655246252677	4.077904340038641E-4	GSTZ1, TAT, HPD, FAH	831	4	17535	21.101083032490976	0.7397162482936493	0.06508451534019555	0.7394940851980669
GOTERM_BP_DIRECT	GO:0009636~response to toxic substance	16	1.7130620985010707	4.953833515108619E-4	ALAD, ASS1, CYP2F4, SLC22A8, MAOB, TTPA, ASL, CCL5, CPS1, GLYAT, SLC23A1, PON1, CYP4F1, CAT, BDH1, PON3	831	119	17535	2.8371204077298793	0.805080789512566	0.07491091999907462	0.8976608622507376
